TradingDay,EP_TTM,BP,EBIT2MV,SP1_TTM,REP_TTM,RBP,RT_2M,RT_3M,RT_6M,TO_1M,PRank_1M,ACD5,AmountIR5,CCI5,StyleBias20,ILLIQ,BCVP,M4,ROE,ROATTM,GrossIncomeRatioTTM,E_Growth2,OR_Growth2,SHNum,FundsHoldPropT,DivR1,VOL_orth_ZS,Beta_orth_ZS,Expect_EP,Expect_E_Growth,Rating
2017-01-03,-0.008286160144796705,0.011951096010189807,-0.014118653845060803,0.03744410852060504,0.07407966642537737,0.0559238150286259,-0.19263729377768413,-0.14981783495239157,-0.1281146190700759,0.16376948461411805,-0.2215623624173159,-0.2682170891288289,0.11461308612529615,-0.21670514603802252,-0.01668856695318981,-0.030425523117982634,-0.05252768666370586,-0.2144913091550429,-0.004943007251744679,0.01813883452132401,-0.003078105281771398,0.005206832887281141,-0.0035216984997769487,0.021558799889332132,0.012205173327404945,0.012613768458814106,0.18822970127797964,0.061892645996105056,-0.020325013134352924,0.03877781120405922,0.02470964076855775
2017-01-04,-0.03055264362248149,0.152851076428712,0.040366350336191376,0.1587486593688458,-0.030682304789774423,-0.04756202500202936,0.06417868405045345,0.0055370743455787266,0.049460966860680765,-0.11163826004794365,0.06126828250110911,0.0023620117106620733,0.024136890265701406,0.06230849693467619,-0.04709277667482787,-0.06613857539362385,-0.015360448967506784,0.036284274314692715,-0.12510536858473362,-0.1591125280747233,-0.1243034934081471,-0.0031315803848504372,0.0058206383387090985,0.06950580207335694,0.052091689033078564,-0.0018027004145478713,-0.09937313580057164,-0.09296873863272477,-0.013097448127414412,-0.0335187152371612,-0.01190098048443036
2017-01-05,0.026775582564660633,0.24844587586057265,0.1133325534386795,0.20259877668686205,-0.03644466359011954,-0.04084419831564206,0.20839407638253055,0.08666946565012101,0.08850464895128389,-0.21577864636525151,0.2171239740460108,0.13190175906240087,-0.06014003445170855,0.21049143512712565,-0.1202900897034408,-0.11161724558755277,-0.033575521461023466,0.16141538961901092,-0.10066481242712531,-0.15299984793867846,-0.12513818809458327,0.0029280344933998257,-0.02396484413141925,0.1385525131912768,-0.013755879594979628,0.049669791823547214,-0.23827493465437533,-0.11338917904928657,0.04245567504031584,-0.010119056034858446,0.02246879663495676
2017-01-06,0.06567101970872334,0.20411745971547005,0.11862560000985799,0.2168118606102742,-0.04063047153451952,-0.019267860802862642,0.07996409164873951,0.04626617879187782,0.01175824563405569,-0.005761804518350936,0.17691436359669305,0.19369000069026016,-0.04721857844893432,0.22164118158638382,-0.09155168335857179,-0.1032399338740865,-0.04741039970613346,0.010018000887242461,-0.015352958153305571,-0.07862532649925799,-0.10410352277916973,0.041814559634011365,0.04508091154822317,0.12205595640466975,0.023806536841749767,0.07530472753172826,-0.05669417048021825,-0.005984541590115753,0.0853101863149846,-0.023768946008261068,0.004591644304817232
2017-01-09,-0.014715076077049166,0.008501999093184687,-0.002737675590539747,-0.014221034311753342,0.053267568548053895,0.05528301867436274,-0.08898449051228799,-0.026493659361913377,-0.033219189158810905,-0.12867545686887435,-0.1942907292169238,-0.22880049850620243,0.12110036642939409,-0.22166816467723097,0.006845317684549588,0.05884872980698479,0.02237313188349295,-0.028058472660251153,-0.010908635646239303,-0.026257785639764105,0.016381699029368885,0.017343086639340716,0.0029842862453867292,-0.0455306647540537,-0.02469345127279943,-0.01490780979919627,0.0036130286563518994,-0.060924692982215964,-0.014965113391629894,-0.009571305411226584,-0.01957757457162884
2017-01-10,0.016886138219763567,0.05039628008158337,0.0031257524124552014,0.03717756629482619,0.02424611525846117,0.0801205185704813,0.057320292620288614,-0.02061685716007458,-0.05323604559250444,-0.27253163864119323,0.06692061430873715,0.10922143385840827,0.029617687299507485,0.0842566744553406,-0.03401178238778139,-0.03292400452675952,-0.06713295763744352,0.09635203049919548,-0.015765729943642857,-0.04961749921050985,-0.031018865945776287,-0.04060880600389315,0.00027069598095084415,0.043910379201944495,0.06705331291480567,0.033184654099382586,-0.10370478139146308,-0.013561303547577721,-0.0013783962169481294,0.04059795955813707,0.06846940710471836
2017-01-11,0.053557922871596976,0.004533017325281706,0.03175128159482729,0.0010004236935950857,-0.00032229085323733477,0.051080770448659114,0.050053166882826995,0.02527855345868655,-0.01072873714064293,-0.11153276717091319,-0.0180675959418238,-0.0199012994571431,0.027101804083514636,-0.03607008328153771,0.004168550818820554,0.014365174702733605,0.01231932113621414,0.011872620965928112,0.05487874228411482,0.029303705715780396,0.010374445396213476,-0.0010078523871477844,0.010720240386407356,-0.015176909552833068,-0.02438318887747423,0.015231653698240009,-0.06726452381646923,-0.03919212400366915,0.05944887876560877,-0.04056804709944299,-0.05776852478601837
2017-01-12,0.17818032184624982,0.17845171438655014,0.17817519227953407,0.13728284370712776,-0.014094311467866103,0.006115561613376954,0.21321200280668465,0.11883128027008388,0.09504060391404327,-0.3406539638984135,0.11383977854678576,0.15693379050998735,0.052659382377330054,-0.029566112876879918,0.03071252576580408,-0.09481680775487279,-0.02975395175141508,0.15745621243177887,0.07546416031853502,-0.013723828785854335,-0.03858695352170773,-0.019468895177962662,0.0057213506199932165,0.12609496324094155,0.04510317360238128,0.09618472052121625,-0.1952355019952177,-0.1840531759865823,0.15716294012419568,0.0021547204939455222,0.07851397767273358
2017-01-13,0.2959720502267145,0.256278063951527,0.314638708539023,0.2602506358803328,-0.05425085050002163,-0.07262080148569816,0.3615695801301472,0.25860112563657073,0.17906101821767367,-0.3831737421866184,0.3360833803418936,0.30517116766566693,-0.08046958798633252,0.13589576946347443,0.20675408436107634,-0.19554364877938685,-0.0059227480251167145,0.30520106886330267,0.19212629648616913,0.06242451279228165,-0.021983696442903343,0.005509903366987562,0.008699111775114102,0.24174772136951464,0.13690701913950204,0.1354215136313723,-0.2352071288511501,-0.24822437048223991,0.2748170373860866,-0.0018048070771798088,0.182410351318495
2017-01-16,-0.05688172061150223,-0.17995538969274197,-0.09024709551486468,-0.09956054675694329,0.08252098259396787,0.0854659782867844,-0.261550108992863,-0.2086670232349756,-0.177211609601643,0.301352294173127,-0.15385199694133828,-0.4167053780393551,0.20044759266782133,-0.007721569174139958,-0.1052188116662616,0.06834337917615786,-0.10101242492326201,-0.4222840411902193,0.05574724610664992,0.15211128689602252,0.10694112566914327,-0.0025033947609653735,-0.024789346880964864,-0.0892075564984275,-0.010397909607633956,-0.09978428673842753,0.1943477760677996,0.231041249552164,-0.04653458490129949,0.012589543423272918,-0.06756623189125582
2017-01-17,0.06057399169802267,0.21986838987675336,0.1344717165364291,0.2327143640457904,-0.1016300960083011,-0.21318045974356165,0.38029249615868016,0.3308245540705574,0.311465869109194,-0.14899558729197937,0.14427458900873302,0.1890354107581777,-0.11596363552728256,0.13460814079864103,0.08080071965829318,-0.24438740034468692,0.020898252838511714,0.22324552667638708,-0.0520426183131857,-0.1825104586371779,-0.17189901859271525,0.028613981878629544,0.0031402721604721654,0.17196094208358395,0.005435603260180191,0.04127983822162412,-0.10264831026574074,-0.2513936329722717,0.05265410059219192,-0.018562437974501404,0.0285399101926564
2017-01-18,0.05649797356151217,-0.004027991662471137,0.03285029181604335,-0.051118304188323846,0.007925085448140697,0.08368391541812792,-0.08468372449592779,-0.07349873722236813,-0.05895326861628316,-0.1268114218669698,-0.05781423921543086,-0.08842212830022253,0.03138881394006203,-0.043490247282270224,-0.05954175574617773,0.056210558195686225,-0.0202637154310165,-0.0974003752200411,0.055689372157221716,0.0778390326100913,0.07796595507245216,-0.023710918365661044,-0.02701955647988141,0.004295998058326042,-0.026009659795998133,0.016066210436628908,-0.09742731348240805,0.07806727135438485,0.06582185119937817,-0.017606851727619027,0.0014158619696153295
2017-01-19,-0.027843063617468217,-0.1497941044335365,-0.1067184008898131,-0.11037944866746673,0.15471699454780666,0.166842752703099,-0.39997466811511995,-0.35488631656789954,-0.2705045210349169,0.25573378469705343,-0.20941204194276736,-0.35006000989861225,0.13179627168918068,-0.2339431389200485,-0.19619101260245736,0.20004900430622313,-0.19316560344163342,-0.3338597190825801,0.0647588639340388,0.13083892967909325,0.11127439138412794,-0.007907861863325087,-0.030114948489042892,-0.17055432401858622,0.06068797240792947,-0.07149454966960467,0.11565773339380343,0.24851208846143086,-0.051641956445128825,0.040889267491806415,-0.04983185277643669
2017-01-20,-0.08120570901569667,0.001465626110192079,-0.06759075680785537,0.03114358327591899,0.07012805664794083,0.021950992043471146,-0.19316532665715794,-0.13220645065412923,-0.05462080062709906,0.15654846679193613,-0.2079919463170155,-0.25643965179489026,0.03748150662797185,-0.19486197077751718,-0.16914882584725593,0.050210748978376886,-0.08981423835329637,-0.18027137128504483,-0.04269555890840247,-0.0365691411768531,-0.056493869272351574,0.05450121890364972,0.019133873269588663,-0.04732410245003607,-0.007052118406191341,-0.09014839831285364,0.0875170084035337,0.06486791835777869,-0.10975596824530856,0.06691043507103671,-0.055106981869343735
2017-01-23,0.04749299360046057,0.18981888004472233,0.08956115175742475,0.1832214975881586,-0.047696331652958605,-0.17555229593766608,0.24288725973922348,0.23457315158408257,0.22068269360126141,-0.20277225557708492,0.13455106525051116,-0.14329501528392416,0.05894711669810548,0.09369327249040668,0.00788291782802121,-0.08020069226021,-0.02819144072418627,0.13533013634764252,-0.03535886258884249,-0.10576423605724072,-0.11628159676223805,0.009396123828731008,-0.003677839697991941,0.08104726398762997,0.002101400427355142,0.053181081678814766,-0.16426298256901176,-0.16135095939824662,0.03485363526816021,0.00937625267190502,0.006094615781881062
2017-01-24,0.13768086668715107,-0.09890084828819364,0.03491952112333417,-0.08222592446934884,0.12585634628713058,0.1853120865475369,-0.26590500260872163,-0.24731275267208883,-0.2049402298124561,0.005936712144294579,-0.14857300704678242,-0.1793243742464704,0.11824100404096514,-0.1612457543514311,-0.10435738782511016,0.20723477333624774,-0.09740411813358575,-0.2133404682405796,0.20152319611312106,0.24048876830373794,0.170244211409215,0.008128215643750424,0.018550381386839454,-0.12302341032907388,0.04041446037974649,0.005416336150871664,-0.027827236645289608,0.1459650419952805,0.10629281417732045,0.011360256599188922,0.0018487923426326281
2017-01-25,-0.017499114827624798,-0.05225758193276032,-0.04729718741440699,-0.04016308892794408,0.13011015152492805,0.12555759282738882,-0.16697127595128397,-0.1915490975743298,-0.14837106694600716,-0.015132845341656518,-0.09792710109963568,-0.04285243962463129,0.009424642166942287,-0.038918320678742076,-0.11162448735607207,0.09068928781944617,-0.06742572441433183,-0.04055052707197237,0.026269032159780135,0.02219864274906882,0.0501732741430458,0.01825468048595608,0.028396805330879113,-0.04837121324758168,0.07748623585378138,-0.025099998525349273,0.012327696261962354,0.07131367774596868,-0.03704774322054148,0.08705515855595175,0.04449603703649517
2017-01-26,-0.04812237554943088,-0.030023727804398357,-0.01877058330924524,0.01849126667192404,-0.034635510491754604,-0.0059228932589181415,0.07068553005643112,0.027682757128447585,0.021446792089129817,-0.015852382906359784,-0.13083169813832,-0.22682479457116997,-0.006981181734322952,-0.19856452765881102,0.02480926610412475,-0.07363856697434325,0.04678233310311439,-0.1429717905018189,-0.05903790927831497,-0.04454087620962758,-0.06032806936749146,-0.0018130749867147874,-0.0402393874615319,0.020533479828280778,-0.04174258016488748,-0.02320329363178286,-0.027315447367761526,-0.06518459654972653,-0.030098442609506816,-0.02154940548610086,-0.03901179845493764
